BaseItemTypesKey,ItemCurrentLevel,Experience
"<5338, 0>",20,342051651
"<5339, 0>",1,0
"<5339, 0>",2,70
"<5339, 0>",3,378
"<5339, 0>",4,1932
"<5339, 0>",5,8599
"<5339, 0>",6,34646
"<5339, 0>",7,84371
"<5339, 0>",8,180085
"<5339, 0>",9,349680
"<5339, 0>",10,633439
"<5339, 0>",11,1087435
"<5339, 0>",12,1790563
"<5339, 0>",13,2851786
"<5339, 0>",14,4917656
"<5339, 0>",15,7424766
"<5339, 0>",16,13223702
"<5339, 0>",17,28307621
"<5339, 0>",18,56100356
"<5339, 0>",19,99970095
"<5339, 0>",20,342051651
"<5340, 0>",1,0
"<5340, 0>",2,70
"<5340, 0>",3,378
"<5340, 0>",4,1932
"<5340, 0>",5,8599
"<5340, 0>",6,34646
"<5340, 0>",7,84371
"<5340, 0>",8,180085
"<5340, 0>",9,349680
"<5340, 0>",10,633439
"<5340, 0>",11,1087435
"<5340, 0>",12,1790563
"<5340, 0>",13,2851786
"<5340, 0>",14,4917656
"<5340, 0>",15,7424766
"<5340, 0>",16,13223702
"<5340, 0>",17,28307621
"<5340, 0>",18,56100356
"<5340, 0>",19,99970095
"<5340, 0>",20,342051651
"<5009, 0>",1,0
"<5009, 0>",2,199345
"<5009, 0>",3,485160
"<5009, 0>",4,886504
"<5009, 0>",5,1440883
"<5009, 0>",6,1918320
"<5009, 0>",7,2502106
"<5009, 0>",8,3212465
"<5009, 0>",9,4567976
"<5009, 0>",10,5706853
"<5009, 0>",11,7075086
"<5009, 0>",12,8713424
"<5009, 0>",13,10670072
"<5009, 0>",14,14325256
"<5009, 0>",15,17342583
"<5009, 0>",16,25102578
"<5009, 0>",17,40240771
"<5009, 0>",18,66324596
"<5009, 0>",19,128944843
"<5009, 0>",20,340652931
"<5027, 0>",1,0
"<5027, 0>",2,15249
"<5027, 0>",3,56766
"<5027, 0>",4,138749
"<5027, 0>",5,286717
"<5027, 0>",6,537274
"<5027, 0>",7,942360
"<5027, 0>",8,1390078
"<5027, 0>",9,2005396
"<5027, 0>",10,2840035
"<5027, 0>",11,4410795
"<5027, 0>",12,6044782
"<5027, 0>",13,8195812
"<5027, 0>",14,11008001
"<5027, 0>",15,16107361
"<5027, 0>",16,25508092
"<5027, 0>",17,40781458
"<5027, 0>",18,67068040
"<5027, 0>",19,129958630
"<5027, 0>",20,342004647
"<5012, 0>",1,0
"<5012, 0>",2,199345
"<5012, 0>",3,485160
"<5012, 0>",4,886504
"<5012, 0>",5,1440883
"<5012, 0>",6,1918320
"<5012, 0>",7,2502106
"<5012, 0>",8,3212465
"<5012, 0>",9,4567976
"<5012, 0>",10,5706853
"<5012, 0>",11,7075086
"<5012, 0>",12,8713424
"<5012, 0>",13,10670072
"<5012, 0>",14,14325256
"<5012, 0>",15,17342583
"<5012, 0>",16,25102578
"<5012, 0>",17,40240771
"<5012, 0>",18,66324596
"<5012, 0>",19,128944843
"<5012, 0>",20,340652931
"<5028, 0>",1,0
"<5028, 0>",2,9569
"<5028, 0>",3,37758
"<5028, 0>",4,96904
"<5028, 0>",5,208096
"<5028, 0>",6,401896
"<5028, 0>",7,722176
"<5028, 0>",8,1081266
"<5028, 0>",9,1579774
"<5028, 0>",10,2261831
"<5028, 0>",11,3183608
"<5028, 0>",12,4911487
"<5028, 0>",13,6703256
"<5028, 0>",14,9056935
"<5028, 0>",15,12127847
"<5028, 0>",16,21223313
"<5028, 0>",17,37263203
"<5028, 0>",18,67080320
"<5028, 0>",19,129975376
"<5028, 0>",20,342026975
"<5343, 0>",1,0
"<5343, 0>",2,199345
"<5343, 0>",3,485160
"<5343, 0>",4,886504
"<5343, 0>",5,1440883
"<5343, 0>",6,1918320
"<5343, 0>",7,2502106
"<5343, 0>",8,3212465
"<5343, 0>",9,4567976
"<5343, 0>",10,5706853
"<5343, 0>",11,7075086
"<5343, 0>",12,8713424
"<5343, 0>",13,10670072
"<5343, 0>",14,14325256
"<5343, 0>",15,17342583
"<5343, 0>",16,25102578
"<5343, 0>",17,40240771
"<5343, 0>",18,66324596
"<5343, 0>",19,128944843
"<5343, 0>",20,340652931
"<5344, 0>",1,0
"<5344, 0>",2,199345
"<5344, 0>",3,485160
"<5344, 0>",4,886504
"<5344, 0>",5,1440883
"<5344, 0>",6,1918320
"<5344, 0>",7,2502106
"<5344, 0>",8,3212465
"<5344, 0>",9,4567976
"<5344, 0>",10,5706853
"<5344, 0>",11,7075086
"<5344, 0>",12,8713424
"<5344, 0>",13,10670072
"<5344, 0>",14,14325256
"<5344, 0>",15,17342583
"<5344, 0>",16,25102578
"<5344, 0>",17,40240771
"<5344, 0>",18,66324596
"<5344, 0>",19,128944843
"<5344, 0>",20,340652931
"<5345, 0>",1,0
"<5345, 0>",2,9569
"<5345, 0>",3,37758
"<5345, 0>",4,96904
"<5345, 0>",5,208096
"<5345, 0>",6,401896
"<5345, 0>",7,722176
"<5345, 0>",8,1081266
"<5345, 0>",9,1579774
"<5345, 0>",10,2261831
"<5345, 0>",11,3183608
"<5345, 0>",12,4911487
"<5345, 0>",13,6703256
"<5345, 0>",14,9056935
"<5345, 0>",15,12127847
"<5345, 0>",16,21223313
"<5345, 0>",17,37263203
"<5345, 0>",18,67080320
"<5345, 0>",19,129975376
"<5345, 0>",20,342026975
"<5347, 0>",1,0
"<5347, 0>",2,199345
"<5347, 0>",3,485160
"<5347, 0>",4,886504
"<5347, 0>",5,1440883
"<5347, 0>",6,1918320
"<5347, 0>",7,2502106
"<5347, 0>",8,3212465
"<5347, 0>",9,4567976
"<5347, 0>",10,5706853
"<5347, 0>",11,7075086
"<5347, 0>",12,8713424
"<5347, 0>",13,10670072
"<5347, 0>",14,14325256
"<5347, 0>",15,17342583
"<5347, 0>",16,25102578
"<5347, 0>",17,40240771
"<5347, 0>",18,66324596
"<5347, 0>",19,128944843
"<5347, 0>",20,340652931
"<5348, 0>",1,0
"<5348, 0>",2,841
"<5348, 0>",3,3940
"<5348, 0>",4,11373
"<5348, 0>",5,34268
"<5348, 0>",6,83993
"<5348, 0>",7,179707
"<5348, 0>",8,349302
"<5348, 0>",9,633061
"<5348, 0>",10,1087057
"<5348, 0>",11,1790185
"<5348, 0>",12,2851408
"<5348, 0>",13,4917278
"<5348, 0>",14,7424388
"<5348, 0>",15,9998119
"<5348, 0>",16,17609470
"<5348, 0>",17,31047378
"<5348, 0>",18,56099525
"<5348, 0>",19,99968961
"<5348, 0>",20,342050139
"<5349, 0>",1,0
"<5349, 0>",2,841
"<5349, 0>",3,3940
"<5349, 0>",4,11373
"<5349, 0>",5,34268
"<5349, 0>",6,83993
"<5349, 0>",7,179707
"<5349, 0>",8,349302
"<5349, 0>",9,633061
"<5349, 0>",10,1087057
"<5349, 0>",11,1790185
"<5349, 0>",12,2851408
"<5349, 0>",13,4917278
"<5349, 0>",14,7424388
"<5349, 0>",15,9998119
"<5349, 0>",16,17609470
"<5349, 0>",17,31047378
"<5349, 0>",18,56099525
"<5349, 0>",19,99968961
"<5349, 0>",20,342050139
"<5350, 0>",1,0
"<5350, 0>",2,841
"<5350, 0>",3,3940
"<5350, 0>",4,11373
"<5350, 0>",5,34268
"<5350, 0>",6,83993
"<5350, 0>",7,179707
"<5350, 0>",8,349302
"<5350, 0>",9,633061
"<5350, 0>",10,1087057
"<5350, 0>",11,1790185
"<5350, 0>",12,2851408
"<5350, 0>",13,4917278
"<5350, 0>",14,7424388
"<5350, 0>",15,9998119
"<5350, 0>",16,17609470
"<5350, 0>",17,31047378
"<5350, 0>",18,56099525
"<5350, 0>",19,99968961
"<5350, 0>",20,342050139
"<5351, 0>",1,0
"<5351, 0>",2,841
"<5351, 0>",3,3940
"<5351, 0>",4,11373
"<5351, 0>",5,34268
"<5351, 0>",6,83993
"<5351, 0>",7,179707
"<5351, 0>",8,349302
"<5351, 0>",9,633061
"<5351, 0>",10,1087057
"<5351, 0>",11,1790185
"<5351, 0>",12,2851408
"<5351, 0>",13,4917278
"<5351, 0>",14,7424388
"<5351, 0>",15,9998119
"<5351, 0>",16,17609470
"<5351, 0>",17,31047378
"<5351, 0>",18,56099525
"<5351, 0>",19,99968961
"<5351, 0>",20,342050139
"<5352, 0>",1,0
"<5352, 0>",2,841
"<5352, 0>",3,3940
"<5352, 0>",4,11373
"<5352, 0>",5,34268
"<5352, 0>",6,83993
"<5352, 0>",7,179707
"<5352, 0>",8,349302
"<5352, 0>",9,633061
"<5352, 0>",10,1087057
"<5352, 0>",11,1790185
"<5352, 0>",12,2851408
"<5352, 0>",13,4917278
"<5352, 0>",14,7424388
"<5352, 0>",15,9998119
"<5352, 0>",16,17609470
"<5352, 0>",17,31047378
"<5352, 0>",18,56099525
"<5352, 0>",19,99968961
"<5352, 0>",20,342050139
"<5353, 0>",1,0
"<5353, 0>",2,841
"<5353, 0>",3,3940
"<5353, 0>",4,11373
"<5353, 0>",5,34268
"<5353, 0>",6,83993
"<5353, 0>",7,179707
"<5353, 0>",8,349302
"<5353, 0>",9,633061
"<5353, 0>",10,1087057
"<5353, 0>",11,1790185
"<5353, 0>",12,2851408
"<5353, 0>",13,4917278
"<5353, 0>",14,7424388
"<5353, 0>",15,9998119
"<5353, 0>",16,17609470
"<5353, 0>",17,31047378
"<5353, 0>",18,56099525
"<5353, 0>",19,99968961
"<5353, 0>",20,342050139
"<5354, 0>",1,0
"<5354, 0>",2,118383
"<5354, 0>",3,294199
"<5354, 0>",4,548260
"<5354, 0>",5,907350
"<5354, 0>",6,1405858
"<5354, 0>",7,2087915
"<5354, 0>",8,3009692
"<5354, 0>",9,4737571
"<5354, 0>",10,5876448
"<5354, 0>",11,7244681
"<5354, 0>",12,8883019
"<5354, 0>",13,10839667
"<5354, 0>",14,14494851
"<5354, 0>",15,17512178
"<5354, 0>",16,25306092
"<5354, 0>",17,40512123
"<5354, 0>",18,66697705
"<5354, 0>",19,129453628
"<5354, 0>",20,341331311
"<5355, 0>",1,0
"<5356, 0>",1,0
"<5356, 0>",2,70
"<5356, 0>",3,378
"<5356, 0>",4,1932
"<5356, 0>",5,8599
"<5356, 0>",6,34646
"<5356, 0>",7,84371
"<5356, 0>",8,180085
"<5356, 0>",9,349680
"<5356, 0>",10,633439
"<5356, 0>",11,1087435
"<5356, 0>",12,1790563
"<5356, 0>",13,2851786
"<5356, 0>",14,4917656
"<5356, 0>",15,7424766
"<5356, 0>",16,13223702
"<5356, 0>",17,28307621
"<5356, 0>",18,56100356
"<5356, 0>",19,99970095
"<5356, 0>",20,342051651
"<5357, 0>",1,0
"<5357, 0>",2,9569
"<5357, 0>",3,37758
"<5357, 0>",4,96904
"<5357, 0>",5,208096
"<5357, 0>",6,401896
"<5357, 0>",7,722176
"<5357, 0>",8,1081266
"<5357, 0>",9,1579774
"<5357, 0>",10,2261831
"<5357, 0>",11,3183608
"<5357, 0>",12,4911487
"<5357, 0>",13,6703256
"<5357, 0>",14,9056935
"<5357, 0>",15,12127847
"<5357, 0>",16,21223313
"<5357, 0>",17,37263203
"<5357, 0>",18,67080320
"<5357, 0>",19,129975376
"<5357, 0>",20,342026975
"<5358, 0>",1,0
"<5358, 0>",2,199345
"<5358, 0>",3,485160
"<5358, 0>",4,886504
"<5358, 0>",5,1440883
"<5358, 0>",6,1918320
"<5358, 0>",7,2502106
"<5358, 0>",8,3212465
"<5358, 0>",9,4567976
"<5358, 0>",10,5706853
"<5358, 0>",11,7075086
"<5358, 0>",12,8713424
"<5358, 0>",13,10670072
"<5358, 0>",14,14325256
"<5358, 0>",15,17342583
"<5358, 0>",16,25102578
"<5358, 0>",17,40240771
"<5358, 0>",18,66324596
"<5358, 0>",19,128944843
"<5358, 0>",20,340652931
"<5359, 0>",1,0
"<5359, 0>",2,199345
"<5359, 0>",3,485160
"<5359, 0>",4,886504
"<5359, 0>",5,1440883
"<5359, 0>",6,1918320
"<5359, 0>",7,2502106
"<5359, 0>",8,3212465
"<5359, 0>",9,4567976
"<5359, 0>",10,5706853
"<5359, 0>",11,7075086
"<5359, 0>",12,8713424
"<5359, 0>",13,10670072
"<5359, 0>",14,14325256
"<5359, 0>",15,17342583
"<5359, 0>",16,25102578
"<5359, 0>",17,40240771
"<5359, 0>",18,66324596
"<5359, 0>",19,128944843
"<5359, 0>",20,340652931
"<5360, 0>",1,0
"<5360, 0>",2,199345
"<5360, 0>",3,485160
"<5360, 0>",4,886504
"<5360, 0>",5,1440883
"<5360, 0>",6,1918320
"<5360, 0>",7,2502106
"<5360, 0>",8,3212465
"<5360, 0>",9,4567976
"<5360, 0>",10,5706853
"<5360, 0>",11,7075086
"<5360, 0>",12,8713424
"<5360, 0>",13,10670072
"<5360, 0>",14,14325256
"<5360, 0>",15,17342583
"<5360, 0>",16,25102578
"<5360, 0>",17,40240771
"<5360, 0>",18,66324596
"<5360, 0>",19,128944843
"<5360, 0>",20,340652931
"<5361, 0>",1,0
"<5361, 0>",2,15249
"<5361, 0>",3,56766
"<5361, 0>",4,138749
"<5361, 0>",5,286717
"<5361, 0>",6,537274
"<5361, 0>",7,942360
"<5361, 0>",8,1390078
"<5361, 0>",9,2005396
"<5361, 0>",10,2840035
"<5361, 0>",11,4410795
"<5361, 0>",12,6044782
"<5361, 0>",13,8195812
"<5361, 0>",14,11008001
"<5361, 0>",15,16107361
"<5361, 0>",16,25508092
"<5361, 0>",17,40781458
"<5361, 0>",18,67068040
"<5361, 0>",19,129958630
"<5361, 0>",20,342004647
"<5363, 0>",1,0
"<5363, 0>",2,70
"<5363, 0>",3,378
"<5363, 0>",4,1932
"<5363, 0>",5,8599
"<5363, 0>",6,34646
"<5363, 0>",7,84371
"<5363, 0>",8,180085
"<5363, 0>",9,349680
"<5363, 0>",10,633439
"<5363, 0>",11,1087435
"<5363, 0>",12,1790563
"<5363, 0>",13,2851786
"<5363, 0>",14,4917656
"<5363, 0>",15,7424766
"<5363, 0>",16,13223702
"<5363, 0>",17,28307621
"<5363, 0>",18,56100356
"<5363, 0>",19,99970095
"<5363, 0>",20,342051651
"<5194, 0>",1,0
"<5194, 0>",2,118383
"<5194, 0>",3,294199
"<5194, 0>",4,548260
"<5194, 0>",5,907350
"<5194, 0>",6,1405858
"<5194, 0>",7,2087915
"<5194, 0>",8,3009692
"<5194, 0>",9,4737571
"<5194, 0>",10,5876448
"<5194, 0>",11,7244681
"<5194, 0>",12,8883019
"<5194, 0>",13,10839667
"<5194, 0>",14,14494851
"<5194, 0>",15,17512178
"<5194, 0>",16,25306092
"<5194, 0>",17,40512123
"<5194, 0>",18,66697705
"<5194, 0>",19,129453628
"<5194, 0>",20,341331311
"<5196, 0>",1,0
"<5196, 0>",2,118383
"<5196, 0>",3,294199
"<5196, 0>",4,548260
"<5196, 0>",5,907350
"<5196, 0>",6,1405858
"<5196, 0>",7,2087915
"<5196, 0>",8,3009692
"<5196, 0>",9,4737571
"<5196, 0>",10,5876448
"<5196, 0>",11,7244681
"<5196, 0>",12,8883019
"<5196, 0>",13,10839667
"<5196, 0>",14,14494851
"<5196, 0>",15,17512178
"<5196, 0>",16,25306092
"<5196, 0>",17,40512123
"<5196, 0>",18,66697705
"<5196, 0>",19,129453628
"<5196, 0>",20,341331311
"<5198, 0>",1,0
"<5198, 0>",2,118383
"<5198, 0>",3,294199
"<5198, 0>",4,548260
"<5198, 0>",5,907350
"<5198, 0>",6,1405858
"<5198, 0>",7,2087915
"<5198, 0>",8,3009692
"<5198, 0>",9,4737571
"<5198, 0>",10,5876448
"<5198, 0>",11,7244681
"<5198, 0>",12,8883019
"<5198, 0>",13,10839667
"<5198, 0>",14,14494851
"<5198, 0>",15,17512178
"<5198, 0>",16,25306092
"<5198, 0>",17,40512123
"<5198, 0>",18,66697705
"<5198, 0>",19,129453628
"<5198, 0>",20,341331311
"<5364, 0>",1,0
"<5364, 0>",2,285815
"<5364, 0>",3,538410
"<5364, 0>",4,852804
"<5364, 0>",5,1241538
"<5364, 0>",6,1718975
"<5364, 0>",7,2302761
"<5364, 0>",8,3013120
"<5364, 0>",9,4368631
"<5364, 0>",10,5507508
"<5364, 0>",11,6875741
"<5364, 0>",12,8514079
"<5364, 0>",13,10470727
"<5364, 0>",14,14125911
"<5364, 0>",15,17143238
"<5364, 0>",16,24863364
"<5364, 0>",17,39921819
"<5364, 0>",18,65886037
"<5364, 0>",19,128346808
"<5364, 0>",20,339855551
"<5298, 0>",1,0
"<5298, 0>",2,15249
"<5298, 0>",3,56766
"<5298, 0>",4,138749
"<5298, 0>",5,286717
"<5298, 0>",6,537274
"<5298, 0>",7,942360
"<5298, 0>",8,1390078
"<5298, 0>",9,2005396
"<5298, 0>",10,2840035
"<5298, 0>",11,4410795
"<5298, 0>",12,6044782
"<5298, 0>",13,8195812
"<5298, 0>",14,11008001
"<5298, 0>",15,16107361
"<5298, 0>",16,25508092
"<5298, 0>",17,40781458
"<5298, 0>",18,67068040
"<5298, 0>",19,129958630
"<5298, 0>",20,342004647
"<5362, 0>",1,0
"<5362, 0>",2,199345
"<5362, 0>",3,485160
"<5362, 0>",4,886504
"<5362, 0>",5,1440883
"<5362, 0>",6,1918320
"<5362, 0>",7,2502106
"<5362, 0>",8,3212465
"<5362, 0>",9,4567976
"<5362, 0>",10,5706853
"<5362, 0>",11,7075086
"<5362, 0>",12,8713424
"<5362, 0>",13,10670072
"<5362, 0>",14,14325256
"<5362, 0>",15,17342583
"<5362, 0>",16,25102578
"<5362, 0>",17,40240771
"<5362, 0>",18,66324596
"<5362, 0>",19,128944843
"<5362, 0>",20,340652931
"<5367, 0>",1,0
"<5367, 0>",2,199345
"<5367, 0>",3,485160
"<5367, 0>",4,886504
"<5367, 0>",5,1440883
"<5367, 0>",6,1918320
"<5367, 0>",7,2502106
"<5367, 0>",8,3212465
"<5367, 0>",9,4567976
"<5367, 0>",10,5706853
"<5367, 0>",11,7075086
"<5367, 0>",12,8713424
"<5367, 0>",13,10670072
"<5367, 0>",14,14325256
"<5367, 0>",15,17342583
"<5367, 0>",16,25102578
"<5367, 0>",17,40240771
"<5367, 0>",18,66324596
"<5367, 0>",19,128944843
"<5367, 0>",20,340652931
"<5368, 0>",1,0
"<5368, 0>",2,70
"<5368, 0>",3,378
"<5368, 0>",4,1932
"<5368, 0>",5,8599
"<5368, 0>",6,34646
"<5368, 0>",7,84371
"<5368, 0>",8,180085
"<5368, 0>",9,349680
"<5368, 0>",10,633439
"<5368, 0>",11,1087435
"<5368, 0>",12,1790563
"<5368, 0>",13,2851786
"<5368, 0>",14,4917656
"<5368, 0>",15,7424766
"<5368, 0>",16,13223702
"<5368, 0>",17,28307621
"<5368, 0>",18,56100356
"<5368, 0>",19,99970095
"<5368, 0>",20,342051651
"<5369, 0>",1,0
"<5369, 0>",2,199345
"<5369, 0>",3,485160
"<5369, 0>",4,886504
"<5369, 0>",5,1440883
"<5369, 0>",6,1918320
"<5369, 0>",7,2502106
"<5369, 0>",8,3212465
"<5369, 0>",9,4567976
"<5369, 0>",10,5706853
"<5369, 0>",11,7075086
"<5369, 0>",12,8713424
"<5369, 0>",13,10670072
"<5369, 0>",14,14325256
"<5369, 0>",15,17342583
"<5369, 0>",16,25102578
"<5369, 0>",17,40240771
"<5369, 0>",18,66324596
"<5369, 0>",19,128944843
"<5369, 0>",20,340652931
"<5370, 0>",1,0
"<5370, 0>",2,15249
"<5370, 0>",3,56766
"<5370, 0>",4,138749
"<5370, 0>",5,286717
"<5370, 0>",6,537274
"<5370, 0>",7,942360
"<5370, 0>",8,1390078
"<5370, 0>",9,2005396
"<5370, 0>",10,2840035
"<5370, 0>",11,4410795
"<5370, 0>",12,6044782
"<5370, 0>",13,8195812
"<5370, 0>",14,11008001
"<5370, 0>",15,16107361
"<5370, 0>",16,25508092
"<5370, 0>",17,40781458
"<5370, 0>",18,67068040
"<5370, 0>",19,129958630
"<5370, 0>",20,342004647
"<5371, 0>",1,0
"<5371, 0>",2,841
"<5371, 0>",3,3940
"<5371, 0>",4,11373
"<5371, 0>",5,34268
"<5371, 0>",6,83993
"<5371, 0>",7,179707
"<5371, 0>",8,349302
"<5371, 0>",9,633061
"<5371, 0>",10,1087057
"<5371, 0>",11,1790185
"<5371, 0>",12,2851408
"<5371, 0>",13,4917278
"<5371, 0>",14,7424388
"<5371, 0>",15,9998119
"<5371, 0>",16,17609470
"<5371, 0>",17,31047378
"<5371, 0>",18,56099525
"<5371, 0>",19,99968961
"<5371, 0>",20,342050139
"<5372, 0>",1,0
"<5372, 0>",2,388734
"<5372, 0>",3,866171
"<5372, 0>",4,1449957
"<5372, 0>",5,2160316
"<5372, 0>",6,3515827
"<5372, 0>",7,4654704
"<5372, 0>",8,6022937
"<5372, 0>",9,7661275
"<5372, 0>",10,9617923
"<5372, 0>",11,13273107
"<5372, 0>",12,16290434
"<5372, 0>",13,19866666
"<5372, 0>",14,24098333
"<5372, 0>",15,26493411
"<5372, 0>",16,34914474
"<5372, 0>",17,51074457
"<5372, 0>",18,92244824
"<5372, 0>",19,179039272
"<5372, 0>",20,336444335
"<5373, 0>",1,0
"<5373, 0>",2,388734
"<5373, 0>",3,866171
"<5373, 0>",4,1449957
"<5373, 0>",5,2160316
"<5373, 0>",6,3515827
"<5373, 0>",7,4654704
"<5373, 0>",8,6022937
"<5373, 0>",9,7661275
"<5373, 0>",10,9617923
"<5373, 0>",11,13273107
"<5373, 0>",12,16290434
"<5373, 0>",13,19866666
"<5373, 0>",14,24098333
"<5373, 0>",15,26493411
"<5373, 0>",16,34914474
"<5373, 0>",17,51074457
"<5373, 0>",18,92244824
"<5373, 0>",19,179039272
"<5373, 0>",20,336444335
"<5374, 0>",1,0
"<5374, 0>",2,199345
"<5374, 0>",3,485160
"<5374, 0>",4,886504
"<5374, 0>",5,1440883
"<5374, 0>",6,1918320
"<5374, 0>",7,2502106
"<5374, 0>",8,3212465
"<5374, 0>",9,4567976
"<5374, 0>",10,5706853
"<5374, 0>",11,7075086
"<5374, 0>",12,8713424
"<5374, 0>",13,10670072
"<5374, 0>",14,14325256
"<5374, 0>",15,17342583
"<5374, 0>",16,25102578
"<5374, 0>",17,40240771
"<5374, 0>",18,66324596
"<5374, 0>",19,128944843
"<5374, 0>",20,340652931
"<5375, 0>",1,0
"<5375, 0>",2,15249
"<5375, 0>",3,56766
"<5375, 0>",4,138749
"<5375, 0>",5,286717
"<5375, 0>",6,537274
"<5375, 0>",7,942360
"<5375, 0>",8,1390078
"<5375, 0>",9,2005396
"<5375, 0>",10,2840035
"<5375, 0>",11,4410795
"<5375, 0>",12,6044782
"<5375, 0>",13,8195812
"<5375, 0>",14,11008001
"<5375, 0>",15,16107361
"<5375, 0>",16,25508092
"<5375, 0>",17,40781458
"<5375, 0>",18,67068040
"<5375, 0>",19,129958630
"<5375, 0>",20,342004647
"<5380, 0>",1,0
"<5380, 0>",2,15249
"<5380, 0>",3,56766
"<5380, 0>",4,138749
"<5380, 0>",5,286717
"<5380, 0>",6,537274
"<5380, 0>",7,942360
"<5380, 0>",8,1390078
"<5380, 0>",9,2005396
"<5380, 0>",10,2840035
"<5380, 0>",11,4410795
"<5380, 0>",12,6044782
"<5380, 0>",13,8195812
"<5380, 0>",14,11008001
"<5380, 0>",15,16107361
"<5380, 0>",16,25508092
"<5380, 0>",17,40781458
"<5380, 0>",18,67068040
"<5380, 0>",19,129958630
"<5380, 0>",20,342004647
"<5376, 0>",1,0
"<5376, 0>",2,199345
"<5376, 0>",3,485160
"<5376, 0>",4,886504
"<5376, 0>",5,1440883
"<5376, 0>",6,1918320
"<5376, 0>",7,2502106
"<5376, 0>",8,3212465
"<5376, 0>",9,4567976
"<5376, 0>",10,5706853
"<5376, 0>",11,7075086
"<5376, 0>",12,8713424
"<5376, 0>",13,10670072
"<5376, 0>",14,14325256
"<5376, 0>",15,17342583
"<5376, 0>",16,25102578
"<5376, 0>",17,40240771
"<5376, 0>",18,66324596
"<5376, 0>",19,128944843
"<5376, 0>",20,340652931
"<5377, 0>",1,0
"<5377, 0>",2,15249
"<5377, 0>",3,56766
"<5377, 0>",4,138749
"<5377, 0>",5,286717
"<5377, 0>",6,537274
"<5377, 0>",7,942360
"<5377, 0>",8,1390078
"<5377, 0>",9,2005396
"<5377, 0>",10,2840035
"<5377, 0>",11,4410795
"<5377, 0>",12,6044782
"<5377, 0>",13,8195812
"<5377, 0>",14,11008001
"<5377, 0>",15,16107361
"<5377, 0>",16,25508092
"<5377, 0>",17,40781458
"<5377, 0>",18,67068040
"<5377, 0>",19,129958630
"<5377, 0>",20,342004647
"<5378, 0>",1,0
"<5378, 0>",2,841
"<5378, 0>",3,3940
"<5378, 0>",4,11373
"<5378, 0>",5,34268
"<5378, 0>",6,83993
"<5378, 0>",7,179707
"<5378, 0>",8,349302
"<5378, 0>",9,633061
"<5378, 0>",10,1087057
"<5378, 0>",11,1790185
"<5378, 0>",12,2851408
"<5378, 0>",13,4917278
"<5378, 0>",14,7424388
"<5378, 0>",15,9998119
"<5378, 0>",16,17609470
"<5378, 0>",17,31047378
"<5378, 0>",18,56099525
"<5378, 0>",19,99968961
"<5378, 0>",20,342050139
"<5379, 0>",1,0
"<5379, 0>",2,118383
"<5379, 0>",3,294199
"<5379, 0>",4,548260
"<5379, 0>",5,907350
"<5379, 0>",6,1405858
"<5379, 0>",7,2087915
"<5379, 0>",8,3009692
"<5379, 0>",9,4737571
"<5379, 0>",10,5876448
"<5379, 0>",11,7244681
"<5379, 0>",12,8883019
"<5379, 0>",13,10839667
"<5379, 0>",14,14494851
"<5379, 0>",15,17512178
"<5379, 0>",16,25306092
"<5379, 0>",17,40512123
"<5379, 0>",18,66697705
"<5379, 0>",19,129453628
"<5379, 0>",20,341331311
"<5381, 0>",1,0
"<5381, 0>",2,388734
"<5381, 0>",3,866171
"<5381, 0>",4,1449957
"<5381, 0>",5,2160316
"<5381, 0>",6,3515827
"<5381, 0>",7,4654704
"<5381, 0>",8,6022937
"<5381, 0>",9,7661275
"<5381, 0>",10,9617923
"<5381, 0>",11,13273107
"<5381, 0>",12,16290434
"<5381, 0>",13,19866666
"<5381, 0>",14,24098333
"<5381, 0>",15,26493411
"<5381, 0>",16,34914474
"<5381, 0>",17,51074457
"<5381, 0>",18,92244824
"<5381, 0>",19,179039272
"<5381, 0>",20,336444335
"<5382, 0>",1,0
"<5382, 0>",2,199345
"<5382, 0>",3,485160
"<5382, 0>",4,886504
"<5382, 0>",5,1440883
"<5382, 0>",6,1918320
"<5382, 0>",7,2502106
"<5382, 0>",8,3212465
"<5382, 0>",9,4567976
"<5382, 0>",10,5706853
"<5382, 0>",11,7075086
"<5382, 0>",12,8713424
"<5382, 0>",13,10670072
"<5382, 0>",14,14325256
"<5382, 0>",15,17342583
"<5382, 0>",16,25102578
"<5382, 0>",17,40240771
"<5382, 0>",18,66324596
"<5382, 0>",19,128944843
"<5382, 0>",20,340652931
"<5383, 0>",1,0
"<5383, 0>",2,514379
"<5383, 0>",3,2510966
"<5383, 0>",4,9963851
"<5383, 0>",5,40744826
"<5383, 0>",6,341913067
"<5385, 0>",1,0
"<5385, 0>",2,199345
"<5385, 0>",3,485160
"<5385, 0>",4,886504
"<5385, 0>",5,1440883
"<5385, 0>",6,1918320
"<5385, 0>",7,2502106
"<5385, 0>",8,3212465
"<5385, 0>",9,4567976
"<5385, 0>",10,5706853
"<5385, 0>",11,7075086
"<5385, 0>",12,8713424
"<5385, 0>",13,10670072
"<5385, 0>",14,14325256
"<5385, 0>",15,17342583
"<5385, 0>",16,25102578
"<5385, 0>",17,40240771
"<5385, 0>",18,66324596
"<5385, 0>",19,128944843
"<5385, 0>",20,340652931
"<5386, 0>",1,0
"<5386, 0>",2,118383
"<5386, 0>",3,294199
"<5386, 0>",4,548260
"<5386, 0>",5,907350
"<5386, 0>",6,1405858
"<5386, 0>",7,2087915
"<5386, 0>",8,3009692
